,match,time,slot,text,target
3772,1587,3198.42863,5,super lucky this bastard,1
3774,1588,699.72916,2,noob team no stack for me,2
3791,1598,2074.91438,5,this fucking team always want to throw,1
3798,1606,2562.82804,6,fucking nob specter,2
3822,1621,182.05557,0,techies is gay irl,2
3829,1621,1648.03087,2,ur a fag and a nigger taint,2
3830,1621,1660.36127,9,nigger taint is a compliment in my eyes,2
3834,1621,2125.03777,9,you fucking suck wk,2
3848,1624,81.14686,2,is my archer creep retarded?,1
3868,1632,1584.54637,0,fuck my win streak,1
3873,1632,1626.26957,0,i expect this ta cant do shit,2
3876,1635,743.94273,7,sucking xp like a cuck,2
3880,1642,2076.45198,1,pudge is nub,2
3886,1659,2071.43325,0,black shit,2
3891,1664,1902.36322,2,suck,1
3898,1666,1509.93132,3,whore,2
3925,1692,978.72767,8,what a retardcunt motherfuckers on my team,2
3928,1694,672.10256,6,you think yourself funny retard,2
3939,1694,1062.47396,5,Give him the rampage you bitch,2
3955,1700,1553.3207,6,he will rape u when u reach hsi rank,2
3958,1700,1569.7833,6,then he will rape u,2
3972,1708,2240.2631,1,fck your combo,1
3978,1710,2093.29737,9,fucking pussy team man,2
3981,1711,610.11774,3,I HAD ENOUGH WTF I WAS ABOUT TO ULT,1
3984,1711,1439.54854,3,HOWD YOU DO THAT WTF,1
3987,1711,1608.50484,3,i cant do anything idiot gay hero,2
3992,1711,2248.68544,7,white little dick?,2
3993,1711,2257.58244,3,nah packin 9.5 inches wbu,2
3997,1711,2448.16484,7,"u are lucky, this fucking peruvian team never carry dust",2
3998,1711,2489.77334,2,"its too late now noobs, im too powerful",2
4006,1712,-30.32593,4,fuck off,1
4016,1712,1679.31033,9,a usless player top,2
4024,1712,1717.10573,9,i would have raped pl,2
4036,1712,1783.06373,2,nah hes just a whiny bitch,2
4039,1712,1786.34153,9,fuckign rubick,2
4051,1715,1846.45408,5,camooon fucking nooobs,2
4055,1716,1496.80118,1,eat my as,2
4056,1717,18.86206,4,w8 this astard pls,1
4071,1717,1850.6048,1,what a alucky shit,1
4093,1723,1290.91808,7,well fucking done np,1
4097,1723,1807.60228,7,retarded team,2
4105,1726,1634.6342,1,ur team is losing rax and ur doing sthis shit,1
4118,1728,3373.36994,1,the bichão,2
4121,1731,2990.25534,4,fic k,1
4123,1731,3579.66314,4,fucking introboys,2
4125,1737,2330.89075,0,NOOB CM GIVE LA RAMPAGE,2
4128,1741,1470.74092,7,can you fuck off ?,1
4136,1742,2461.82318,7,fucking trash,2
4139,1746,-53.48694,9,all thai shits,2
4141,1746,1874.84498,5,blame sf our mid feed still cant do shit,1
4166,1751,1714.77275,6,Kill urself wywern picker,2
4168,1751,1729.75715,6,tryhard ape,2
4170,1751,1735.44315,3,idont fucking care the hero,1
4183,1755,1570.58317,2,or wtf was that,1
4185,1755,1591.51137,2,fuckoff,1
4191,1761,571.0939,9,why you fucker you should pick counter hero,1
4204,1774,1306.0144,4,drow is retarded,2
4227,1783,679.06755,0,fucking 2 skils and im a quater hgp left,1
4228,1783,1130.22405,0,fucking solo rp on me ,1
4229,1783,1133.42325,0,hate me so fucking much,1
4230,1783,1219.00235,0,why is tjhe tower so damn big,1
4231,1783,1885.02025,0,go fucking defend ur rax la,1
4243,1785,-7.33154,4,fuck that shit,2
4253,1790,2280.0522,1,who the fuck is this invoker player,1
4271,1795,713.7924,2,waiting for void to fucking chrono,1
4273,1795,910.0778,2,fucking trash supports,2
4276,1795,1938.0029,2,this is literally a fucking 2v8 game,1
4277,1795,1946.7661,2,aginst these  fucking retards,2
4278,1795,2777.5962,2,fucking carry so hard,1
4279,1795,2780.8741,2,fucking shit ass lion,2
4280,1795,2795.3902,2,WHO THE FUCK NEEDS LION,1
4281,1795,2805.0229,2,WHO THE FUCK NEEDS PUDGE,1
4288,1797,2020.928,2,youre shit,2
4291,1797,2030.8284,5,says a shit cunt,2
4295,1797,2065.4798,5,2 vs 1 top what a fking pussy,2
4297,1797,2077.9222,1,why is ur name shit,2
4303,1797,2220.8089,5,go fk yourself,2
4305,1798,1583.8466,8,mother fucker,2
4319,1807,-142.69244,3,้he bought sliver edge idiot,1
4320,1807,-114.15302,3,that bot not sb fool,1
4324,1807,864.55556,9,shemale cry,2
4353,1823,-22.02796,9,come on retards,2
4355,1823,568.09462,9,why these fucking pauses ?????????????????,1
4356,1823,1951.43512,9,"guys this game is like school of dota, it explains u can have the biggest trash mid and still win",1
4357,1823,1982.27342,8,fucking no miss and no tp,1
4367,1827,628.24661,1,ea tshit,2
4369,1831,1598.64297,7,assholres,2
4371,1831,1839.30427,5,that zeus is a clown,2
4376,1831,2740.23977,5,ez to say when you dont have idiot team mates,1
4382,1835,-10.1642,1,On this fuckin aa,1
4404,1859,2814.4492,3,fuck that dark willow,1
4424,1869,2909.5757,7,i love the fact that voids chronos fucked us this game ,1
4425,1871,1814.64524,0,SHUT THE$ FUCK UP ,2
4434,1877,1211.50415,2,shit i forgot i had a taunt the whole game,1
4457,1882,1659.51644,7,This Earth Cunt Trash,2
4465,1882,1913.51494,7,these mother Fuckers,2
4471,1890,30.25928,4,what the fuck?,1
4472,1890,303.29264,5,fucking try harder,1
4484,1898,985.5594,7,fuck off mid ,1
4488,1898,1041.0791,7,17minutes fuck off rd??,1
4490,1898,1327.0759,7,fuck off mid farm and die,1
4491,1898,1336.4737,9,cause u re fckingnoob too,2
4492,1898,1589.2119,7,fuck offf,1
4495,1900,2359.9851,8,Comedn tide shi (:,2
4499,1904,2795.95855,9,fuck team,2
4500,1904,2807.39755,3,fuck team because u lost?,1
4509,1906,2498.49505,4,sucks,1
4510,1906,2506.18785,4,and cant do shit,1
4520,1910,615.51638,6,FYCK',1
4527,1919,1029.98188,6,surounded by retards,2
4541,1929,3561.22728,7,mothefucker I wanna see you react,1
4546,1930,1307.74736,1,team tards,2
4553,1933,284.66383,9,puck I will FUCK YOU,2
4554,1934,1757.5262,2,what a shit,2
4557,1935,2694.62873,6,with 4 noob,2
4577,1945,-52.15393,3,all rep this shit,2
4590,1953,1583.77995,9,trash cores,2
4598,1966,1636.1671,5,cum on your mom back,2
4603,1968,1879.26238,8,trash ass luna,2
4660,1987,1632.5014,2,who tf gets sb with wraith,1
4673,1988,2686.7622,2,we did evry fucking shit for him,1
4678,1989,380.30714,0,4 reatrds,2
4682,1991,1066.30634,0,how the fuck,1
4684,1991,3313.20064,0,fuck offf,1
4692,1994,-20.90447,8,he is shit,2
4697,1998,1.26636,9,my pos 4 is so shit,2
4703,2002,1129.8241,4,fucking dog clock,2
4706,2002,1146.7533,4,asshole ,2
4709,2007,512.84146,3,fuck off,1
4731,2010,1273.37615,1,He is a fucking terrorist,2
4741,2010,1995.78165,8,He faggot,2
4769,2018,253.73806,2,TRASH INVOKER,2
4771,2018,448.15725,2,trash voker rofl,2
4773,2018,2123.8159,6,btch,2
4788,2025,850.49235,5,IM DONE WITH MOTHWEGR FUICKER,1
4789,2025,867.15495,5,SVEN FUCK YOUR FAMILY,2
4791,2025,2407.02295,4,finish you ussles cunt,2
4804,2033,-277.59811,1,hey faggot ass woo ima show your stupid fuck how to support,2
4805,2033,-218.99289,1,nah fuck that toxic cunt ,2
4816,2033,-95.64332,1,the aa is a toxic cunt,1
4817,2033,-76.48132,9,maybe you were playing like shit and he tilted,1
4819,2033,20.76158,8,fuck that kid,2
4821,2033,58.41906,8,"at first I thought you were a prick, silencer",1
4825,2033,295.89444,3,and for a retard int is a luxery,2
4850,2033,1891.23008,1,learn to support you toxic cunt,2
4855,2034,2193.1374,5,cold snap is bullshit,1
4869,2041,-3.76574,1,PIECE OF SHIT HERO,2
4884,2046,2798.2603,0,if we didnt have fucking useless mid ND ENIGMA,2
4891,2056,1438.84864,6,well fucking,1
4894,2056,2588.56904,4,hes low as fuck,1
4901,2056,2653.08874,4,cuz hes lil retarded kid,2
4902,2056,2665.33044,4,piece of shit,1
4904,2056,2680.04724,4,wjhat a retard,1
4908,2059,756.54864,8,this guy is a complete tard haha,2
4909,2059,774.74414,6,if you dont report this fucking trashg,1
4914,2059,1216.76954,7,WHAT A RETREDED GAME,1
4918,2059,1711.12024,7,idk what is this shit,1
4920,2059,1773.80044,8,and stupid,1
4924,2059,2618.94594,6,report bastard nyx,2
4925,2059,2629.88314,7,what a retreded game,1
4928,2063,10.59741,2,fucking shit,2
4940,2063,973.49567,2,and suck my dick,2
4961,2066,1987.94134,9,fuck u and your potato hero,2
4962,2066,2423.35794,9,epic russian dog hero,2
4966,2067,3025.5155,7,cum back 8----...,2
4983,2083,1759.6529,4,what the fuck,1
4995,2086,2587.0708,1,braindead children,2
5003,2093,565.12869,3,dont fucking play,1
5015,2103,1213.72565,8,fuck off,1
5028,2103,2622.20355,1,report this bastard,2
5030,2105,1534.05874,2,useless piece of shit,2
5031,2105,1547.05554,7,hes raped me on lane,1
5040,2111,2578.03208,2,this moron ,2
5045,2111,2951.63808,6,thats what u get faggot,2
5055,2113,820.64124,3,u losing to trash,2
5057,2113,827.83954,3,u worse than trash,2
5065,2113,929.34804,7,pussy and rabiits,1
5068,2122,704.40182,1,shitty team,2
5069,2122,707.93428,7,shitty lc,2
5089,2153,616.88272,2,nice fuckin hero,1
5090,2153,3043.64526,4,our invis trash,1
5092,2156,-44.78906,3,merry xmas bitches,2
5106,2164,55.6864,5,sry only noobs here,2
5117,2168,1045.0931,5,for sniper mother fucker,1
5124,2174,2107.5772,9,fuck me when i  save this moron,2
5130,2183,270.0674,7,FUCK U,2
5131,2183,1319.7444,7,FUCK U ,2
5139,2193,294.42813,0,ho w the fuck,1
5141,2194,2145.25743,3,he is agressiv as fuck,1
5149,2199,545.0336,1,HELP YOUR MID MORONS,2
5152,2201,1390.99366,5,the fuck,1
5155,2201,1414.72126,2,of shit,2
5157,2201,1435.44946,5,the fuck is nam nam,1
5160,2201,2065.76566,5,suck my balls mirana,2
5162,2202,1330.0752,8,this trash mk in mid,2
5165,2205,1134.71458,3,focus me more pussy storm,2
5166,2205,1141.04638,3,piece of shit,2
5167,2205,1729.43608,3,piece of shit,2
5178,2210,-3.73242,5,|trash invo,2
5180,2210,-3.73242,8,fckign malay people,2
5181,2210,-3.73242,0,"if yes , then we all indog",2
5184,2212,1716.02356,5,fuck pussys ,2
5186,2212,2162.99606,5,BG fucking idiots go play normal all pick,2
5195,2214,-38.29065,7,fu too my friend,2
5205,2228,3013.41719,3,Real shit sense here ,2
5212,2230,1185.21055,6,buit you can fly.. Fkin KFC,1
5223,2244,783.37537,8,trash invo win game( ,2
5225,2247,-58.93225,8,no fuking currier,1
5227,2247,1960.6125,0,this noob bitch,2
5228,2247,1979.1422,0,this noob ,2
5229,2247,2042.0899,0,this noob friends,2
5239,2261,1991.02502,2,ta so trash ,2
5248,2263,1915.76902,0,no ward no shit,1
5249,2268,-292.19729,4,who would fucking ban pudge ,1
5250,2268,-287.59736,4,are you fucking srs ?,1
5252,2268,641.84332,6,ur carry idiots,2
5263,2272,1933.40428,8,how to fin with brainless fuckheads,2
5275,2274,542.03433,7,TANG INA NYO,2
5301,2280,1677.65095,1,retard pick jungle plis ,1
5310,2290,1437.2157,7,this idiot,2
5323,2304,1635.96715,3,fucking 2x BF PA with 1.2k HP,1
5325,2304,2808.69365,3,fuck this PA,2
5349,2328,3148.72967,5,the fuck are you doing,1
5359,2330,3024.27808,2,warlock moron,2
5361,2330,3024.27808,7,morlon warock,2
5371,2343,543.96719,3,shut the fuck up cunt,2
5372,2343,545.1669,4,? ur a bristle you fucking retard,2
5382,2347,1066.53958,9,fuck this team,2
5396,2347,2225.02008,1,I haev shit team,2
5398,2347,2235.45558,9,i have the shittiest,2
5410,2352,433.89407,0,this fucking,1
5419,2353,2904.50432,7,whos the motherfucker now,1
5431,2358,448.25726,2,U wanted TOP STFU,1
5432,2358,1038.57976,2,dogshit can't gank,2
5435,2360,1047.01102,4,fuck u too,2
5440,2361,1421.15303,2,youre fucking dumb,2
5441,2361,1439.21523,2,you. are. fucking. dumb,2
5442,2361,1450.67913,2,your the head of a cock,2
5443,2361,1575.91523,2,wp retards rofl,2
5445,2361,1680.03753,2,what an idiot,2
5446,2361,1774.49263,2,fuck off already,1
5447,2361,2246.56733,2,"are you actually retarded, or do you just play one in dota",1
5448,2361,2981.57093,2,youre honestly garbage brown,2
5450,2362,426.99576,7,shithead,2
5455,2362,1230.03296,7,show u how stupid i am,1
5462,2372,1810.0598,2,trash safelane,2
5463,2372,1813.3377,3,but please report this fucking od !,2
5506,2396,13.59668,0,COCK LINK,1
5509,2396,13.59668,0,i have no cock :D ,1
5514,2396,13.59668,8,u can take 1 cock from ur buddy,2
5519,2396,13.59668,5,instead of talking about cocks,1
5520,2396,14.0299,1,WHERE IS UR PİNIS,2
5522,2396,14.0299,5,shaman went to pray allah to FUCKING BLOW UP YOUR STUPID COUNTRY AND YOUR PC,2
5525,2396,217.18033,0,this shit .D,1
5532,2397,1512.23075,2,buy  brains plz,2
5535,2400,35.02478,1,are you ready to be raped?,2
5536,2400,2883.51442,1,ARE YOU SON OF THE TARD?,2
5550,2411,1589.6785,6,hes insecure enough already about his baby dick,2
5558,2415,1617.23844,3,this od is so shit,2
5560,2415,1653.36294,3,0 assist your score tell everything how shit u are,2
5561,2415,1721.93484,3,how are to write russian shit,2
5562,2415,1978.67604,3,who yur mum ,2
5571,2415,2595.51054,0,ban fucked russ name ,2
5575,2416,-37.5575,8,they one that raped u,1
5579,2416,1466.60852,8,this team even more retarded,2
5585,2418,2126.8593,5,no way with this fucking pick,1
5588,2418,2188.0009,5,Fucking trash team,2
5593,2420,110.67298,8,report ck noob,2
5594,2420,1159.95013,7,report this idiot slark,2
5606,2420,1608.74053,7,it never was you dumb shit,2
5610,2420,1934.87573,9,all like gays all the game its boring,2
5617,2420,2483.07643,8,pathetic noobs,2
5619,2420,2612.65123,6,that we have 2 idiots?,2
5627,2423,3059.62682,6,THEY ARE USELSS,2
5631,2431,-13.86964,9,IM PERUVIAN FUCK TO ,1
5640,2436,1187.74333,1,why the fuck u tped,1
5648,2440,-178.85215,6,fuck all the niggas',2
5649,2441,15.49622,6,shove that bounty in your ass,2
5650,2441,1042.1789,4,team of idiots,2
5652,2441,1515.0967,4,THIS IDIOTS,2
5657,2445,843.2274,5,"Okay... you were literally just standing there this time. like, the fuck?",1
5664,2445,978.2611,2,"You're winning a game of AD, no need to be dicks about it",1
5667,2445,1401.891,5,Stop being dicks and fountain camping,1
5669,2447,2594.9518,6,i got 1 milion hero for ganks and they are just shits,1
5697,2458,1322.1438,9,how retard got a gf?,2
5701,2459,2145.9262,8,learn fucking englidh,1
5704,2459,2194.6923,8,you both suck at english,2
5705,2459,2199.0404,8,so go fuck yourselves,2
5707,2459,2205.4623,4,u sure suck at carrying your team,2
5711,2459,2318.8485,8,i blew my load on your momma's face,2
5714,2459,2342.1278,8,go play with my dick more,2
5718,2463,1591.3448,8,report yourself ,2
5719,2463,1612.0064,8,being a dickhead,2
5725,2466,987.32564,6,he is cuming in 1 min,1
5731,2467,453.356,5,what a trash team,2
5732,2467,926.7071,5,this shit,2
5737,2467,1392.36,5,i cant supp trash team,2
5739,2467,1693.3198,5,we have too many russian kids,2
5744,2468,-94.93763,5,u can shit rn told ya,1
5745,2468,-55.39585,5,the doige lycan,2
5746,2468,1515.13,9,THINK UR SOME SHIT WITH WOMBO COMBO?,2
5748,2468,1624.57,5,wht  a doge retard,2
5749,2468,1630.102,9,THIS BARA USELESS,2
5760,2468,2412.5035,9,JUST LIKE NOOB TUSKAR,2
5771,2477,400.80216,8,what is that bullshit hero,1
5773,2477,1268.32366,4,fukcing sentry,1
5775,2483,1982.1272,5,report these noobs pls,2
5810,2492,803.40384,1,thought our fucking monkey,2
5827,2499,1098.9983,8,you legend but you play as noob,2
5832,2505,1028.6488,5,FUCK CALCULED LEGEND ,2
5849,2523,2209.09126,4,fuck 25% CS,1
5851,2527,-26.69349,3,fuck off,1
5852,2527,65.85058,6,fuck off xD,1
5865,2527,1386.09485,0,when u have 2 dogs bot cant do shit,2
5886,2534,-24.79395,7,shit wrong hero,1
5896,2536,1362.2007,4,fuck off,1
5897,2536,1362.2007,4,alreaady imbecile team,2
5901,2536,1369.3656,0,and this retard,2
5910,2536,1484.8708,4,cant take those imbeciles,2
5917,2536,1668.7145,5,holy shit xd,1
5931,2548,-24.42737,4,go fuck yourself bick,2
5935,2550,1517.6628,3,fuck my team,2
5940,2550,1557.1198,6,fuck the base.. u dont need it,1
5954,2558,1933.28283,5,fuck off,1
5961,2567,1448.54632,2,what a scum dog niger,2
5976,2572,1055.63511,7,retarded team,2
5980,2572,1262.78451,5,SHUT FCK UP ~,1
5993,2580,3294.6925,9,THROW YOUR SELF,2
5998,2586,-16.7959,8,HONESTLY JUST FUCK OFF,1
5999,2586,173.42437,8,wtf is this mid though,1
6001,2586,529.93727,8,do u rlly suck that bad at dota like,2
6002,2586,529.93727,8,ur shit friends are just gonna lose the mmr either way,2
6018,2587,1073.53783,9,what happened little noob?,2
6028,2591,2000.91447,7,what the fuck is wrong storm,1
6031,2591,3046.47597,9,and the phatetic team winss,2
6036,2596,-2.03376,9,can u call him a fat fuck for me?,2
6048,2600,1508.43167,0,nice try dick head,2
6049,2600,2179.60627,8,retard team,2
6053,2602,2968.63862,9,typical pinoiy,2
6054,2602,2976.66592,7,Play like a shit,1
6063,2602,3064.13052,9,u suck at it,2
6080,2619,283.6974,8,suck m cock,2
6087,2623,-191.39858,3,wtf drow came back,1
6090,2623,2087.2053,5,we have noob cary,2
6092,2623,2127.7435,5,fucking idiot team,2
6098,2627,812.70158,1,Wtf?,1
6100,2627,865.82198,1,wtf i thought SEA Asia got too many noobn,2
6108,2629,2298.39649,3,with this idiots,2
6124,2637,2215.69844,2,WHAT THE FUCKJ IS MY BANE DOJNG,1
6125,2637,2268.61194,2,thanks for FUCKING plAYNI,1
6131,2640,-69.29375,4,Sex?,1
6132,2640,-53.89046,5,what sex? it just a compliment,1
6133,2640,1645.4649,4,report this cunt,2
6135,2640,1660.3945,4,show me ur pussy,2
6138,2641,-38.79052,1,bitches and hoes,2
6150,2644,1914.61294,8,typical russian scum,2
6151,2644,1921.30244,8,son of a whore and donkey,2
6154,2645,896.34784,6,fucking russiano,2
6156,2645,921.44164,6,CYKA RUSSKI,2
6167,2646,339.38382,0,pudge is just dicking around,2
6169,2646,866.98828,1,fucking divine 3,1
6172,2646,941.77008,0,idk how the fuck he feeds so much,1
6217,2663,2912.5409,8,my team suck hard,2
6218,2664,75.18163,0,GG this fuckin shit moron meepo ,2
6219,2664,2319.0202,0,he is 1 idot player ,2
6220,2664,2329.1212,0,fuckin boster nooob,2
6233,2682,2716.7106,0,this team is so noob sorry,2
6238,2687,1289.73114,2,you trash?,1
6245,2693,1285.85273,5,rly trash,2
6246,2694,1879.55347,7,you fucking asshole,2
6248,2700,13.39673,8,pls some bombs in russia will be great,2
6262,2702,-51.5874,3,that was the most basic ugly cm model,2
6267,2702,1192.24224,0,i heard jug called yoiur mom a whore,2
6276,2704,942.2699,0,report useles timber pls,2
6283,2716,1151.43149,4,hahahahah i cant believe what retards i have,2
6285,2716,1164.96149,4,this enigma and ench are totaly usseles,2
6290,2716,1545.90179,4,pros against retards,1
6309,2731,1486.6703,8,slark actually retarded,2
6312,2733,2396.02933,4,hes fucking god,1
6315,2734,2173.87477,7,useless dk glass cannon didnt wanna play with team get blink sb or tank like a dk does in the line up we have,2
6319,2735,1951.61684,2,END THIS TB SO NOOB,2
6324,2738,1254.62702,4,you mean fuck of ?,1
6327,2738,1901.64022,1,shut up vpoid youre fucking terrible,2
6331,2738,2063.32442,0,if i was not in this voids team i wish he has a loss  fuck it,2
6345,2743,944.63604,2,Shut the fuck up man,1
6349,2743,1324.67654,2,so fucking shit,1
6397,2762,807.63614,2,Wtf?,1
6411,2768,22.99439,1,shityt pudge,2
6412,2768,124.30298,1,shitty pudhge,2
6413,2768,989.75835,1,shitty carry,2
6414,2768,991.49125,1,shitty mid,2
6416,2768,1175.57965,1,the fuck  you doing there,1
6420,2771,123.9364,6,i hope you die from cancer huskar,2
6431,2774,2899.52807,6,why meepo so noob,2
6438,2776,1153.68498,6,wtf this team,1
6440,2776,1204.17268,0,one way rape train,1
6441,2778,-111.89083,0,just w8 idiot s shit remack,2
6450,2778,-85.28515,0,fucing shit this team scks,2
6451,2778,-85.28515,7,abby fuckboy,2
6459,2781,2942.95428,0,game of retards,2
6463,2782,2520.19928,4,sf little pussy )\,2
6466,2786,2486.79046,3,"op heroes, shit picks",1
6478,2793,-115.35144,7,please shut the fuck up and play,1
6489,2793,1126.32494,7,had so fucking enough of this jugg carrys and teir friends,2
6490,2793,1126.65824,5,U are solo faming top while ur t2 is getting fucked,1
6499,2793,1692.52004,1,with this shitshiow,2
6509,2793,1795.22454,5,id trade ur pudge fo our flaming brainless clingz anyway <3,2
6511,2793,1816.63094,7,brainless clingz lol,2
6516,2793,2096.58454,5,oh no wait ure building a fucking hex with a lion,1
6519,2793,2128.96154,5,'I build something retarded.... lemme blame it on team mate',1
6524,2793,2527.28494,5,when we are done clingz make sure to give jugg a good sucky sucky as a thank you that he carried ur ass ok?,2
6530,2793,2595.31664,5,Its not gay if Im a girl u dipshit lmao,2
6543,2794,1615.53883,3,loser and retard,2
6547,2798,479.9162,5,so fucking good,1
6550,2798,2485.8051,3,son of whore legion ,2
6551,2798,2915.2011,3,son of whore legion wood ,2
6552,2799,617.41808,7,useless wr,2
6555,2801,1842.4971,4,fucking try hard,1
6558,2803,2729.06752,4,IS HE A MORON,1
6587,2817,2521.3357,3,report quiter and invoker pls,2
6591,2821,3273.81392,1,he is coming idiot,2
6607,2825,3645.65966,2,RTEPORT THIS STUPID NYX,2
6642,2845,2216.40457,6,"gg, fucking archons",2
6651,2846,2061.78284,5,help report this shit NP,2
6659,2846,2223.46694,8,in my arsehole,2
6662,2850,2034.97685,1,wtf are those slashes,1
6674,2851,898.414,1,Wtf its happen with this ck,1
6715,2865,3555.313,0,motheryfcjer,2
6725,2869,21.7947,0,play fair bitch,2
6730,2869,120.83717,0,you can suck my dick.,2
6736,2870,919.67544,3,ya fuck this game,2
6737,2871,2289.89432,1,3 idiots in team,2
6746,2875,1544.15633,7,wtf is ur pick,1
6753,2875,2565.99833,7,pick idiot heros,2
6799,2892,1940.6049,6,hehe hope your mom gets cancer,2
6821,2902,349.28142,5,fck no thx?,1
6828,2902,1166.01532,7,k time to end you ignorant fuckers,2
6833,2902,2785.75822,1,what a deek?,2
6842,2907,-128.4039,4,im cancer archon hrhehe,2
6849,2911,-34.19164,9,PUTIN SUCK DICK FAGGOT RETARD AUTIST CAR TRUNK CLIFF FUCKER DIE ,2
6856,2911,1971.72756,9,press 1 if u think legion is a retard,2
6860,2916,2726.4467,4,as fucking hell,1
6861,2917,1406.1233,4,so ez russian shits,2
6862,2917,1533.2923,4,Ez putins whore,2
6864,2917,1558.2528,4,it is 5v5 game u fucking cunt,2
6872,2931,1065.73982,9,fuck off russians shit,2
6873,2931,1066.60622,6,fuck off and act mature,1
6902,2947,1623.83885,0,fuck russia,2
6903,2947,1627.27135,0,poor bastards,2
6945,2969,2482.3577,1,shitty lc,2
6992,2986,2376.55634,8,you lose stop playing fucking divine,2
6998,2989,3629.58396,1,fuck you techies,2
7000,2989,3639.41756,1,to play fucking techies,1
7003,2989,3985.86766,0,"playing so fucking idiot, real noob",2
7009,2991,2290.16026,5,fuck this shit,2
7023,2993,2100.01546,3,idiot team,2
7026,2995,2.33276,5,lanceng them tities,2
7055,3010,1153.96846,3,noobs why focusing on terror,1
7057,3010,1567.26756,3,sea is cancer,2
7064,3011,1620.8042,6,I JUST CARRIED ALL OF U FUCKER,2
7067,3013,5.2987,5,MMMMMMMMMMMM SEX,1
7072,3013,1239.0308,6,one click noob shit,2
7075,3014,2854.7582,5,"bitch, please",1
7095,3017,1782.29263,1,how the fuck can you deny xp to a sniper?,1
7099,3017,2153.18933,1,I fucking raped you,2
7104,3017,2202.62443,1,you will suck next game,2
7106,3017,2219.34803,1,there is a dick for everyone,2
7118,3018,8.69787,7,yeah man fuck off,1
7146,3026,182.68874,4,the mmr doesnt change shit,1
7147,3026,967.2971,4,FUCK UUU,2
7156,3029,113.83887,7,what a loser,2
7161,3040,1416.95403,7,he is afk like monkey that he is,2
7166,3044,2563.0461,9,Report these motherfucking trash support fuckheads,2
7167,3051,1071.805,6,welcome to the jungle btich,2
7169,3052,-16.72924,8,so ugly teror,2
7188,3054,2149.50866,6,raped,1
7191,3058,-59.85205,0,my team noob,2
7195,3058,476.71695,8,fuck off,1
7209,3063,2621.80254,4,TANG INA NYO,2
7226,3071,1642.1324,4,JE BAITED,2
7229,3073,2076.8838,6,look at your shitty heros,2
7237,3075,1699.38503,3,piece of sht,2
7254,3083,1125.8477,1,i hate this team,2
7261,3083,1765.025,1,welcome shit head,2
7269,3094,-46.02209,8,if you fucking unpause the game will just go rmk,1
7270,3094,-46.02209,8,just wait and play this fucking game,1
7279,3094,957.59947,2,I DONT WANNA PLAY THIS SHIT,1
7296,3094,1272.05607,2,hes an autist,2
7309,3095,2009.65737,0,Slark is braindead.,2
7321,3095,2799.04627,0,4 rustards in my team/.,2
7325,3095,2824.13167,0,YOU FUCKING IMBECILE!,2
7346,3108,2017.33223,4,bitch,2
7347,3108,2027.43333,4,suck yourself,2
7374,3124,2134.1751,0,all aim tide what a 3 noob party,2
7384,3135,492.21315,2,farm my dick,2
7385,3135,1080.9694,5,trash pudge,2
7389,3138,1118.79347,0,WTf ?,1
7394,3142,661.67178,7,fyuck i hate this team,2
7397,3142,1203.20625,5,tilted as fuck,1
7401,3147,872.32036,2,he literally eat his ass,2
7402,3147,874.11986,2,fuck this,1
7406,3147,2285.01446,7,fucked my last game,1
7412,3147,2313.37786,6,"Nah WK, u are the poor cunt now ",2
7413,3147,2322.54246,6,"Ofc, he is playing a support u retarded shit",2
7417,3147,2336.45646,0,we was a cock as shit,2
7421,3150,596.52102,2,why u want to fucking unpause?,1
7423,3150,596.52102,2,fucking trash,2
7433,3152,1920.03483,3,so cute and noob,2
7435,3152,1933.07933,8,whos noob?,1
7440,3152,2353.37783,1,fucking uneducated pinoys,2
7447,3152,3095.70633,3,the brainless,2
7449,3153,32.12549,5,slippery littlee bugger aint you,2
7486,3160,376.90799,6,mid is such a shitfest,1
7498,3162,76.51465,7,dont wanna play wth this cancer on mid ,2
7508,3169,-127.16895,7,gay porn ur team?,2
7515,3174,540.668,1,let the retards  be,2
7524,3177,784.47515,5,end this is bulshit gaming fucking sniper and pudge watching porn,2
7525,3177,1022.05045,9,cancer bb,2
7527,3177,2408.89815,9,RE[PRT TJAT SHIT,2
7528,3177,2412.44355,9,REPORT THAT SHITT,2
7551,3179,988.92516,4,CUMBACK,1
7553,3182,810.70205,2,it R E A L L Y makes you look like the biggest dick in the game,1
7562,3184,885.25055,3,ill teach pudge this mother fcker a lesson,2
7566,3188,579.79177,4,are u fucking ,1
7570,3188,631.8457,4,fucking clueless fuck,2
7575,3189,1641.59992,3,first time hook shoit,1
7584,3194,-39.47509,6,any pinoyfucks?,2
7607,3208,2001.56017,7,being useless carry and got carried,2
7611,3208,2170.66947,4,cancer team,2
7612,3208,2182.44297,2,ikaw lng nmn cancer dito bobo,2
7615,3209,2268.29228,3,reatards,2
7633,3222,1191.34243,4,fuck off,1
7634,3222,1205.47233,4,and your mum so hard,2
7638,3222,1587.37903,4,fucked your ass,2
7639,3222,1768.76543,4,sucker,2
7640,3222,1923.39213,4,useless tried,2
7646,3225,878.08558,8,finish my team is noob,2
7647,3225,886.95008,5,timber is motherfucker ,2
7648,3225,891.41568,5,fuck timbers mom plz ^^,2
7654,3226,208.08257,2,you fucvking assholes,2
7659,3231,965.69757,3,why the fuck can you doom me during shadow realm?,1
